AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV
0.8385571358723811,0.9717831155181368,0.7157571376942538,0.8158726442701627,0.7036139713305067,0.8192771084337349,0.9707520891364902,0.2448559670781893
0.8471024258760107,0.416477265536153,0.8494759667509939,0.37509377344336087,0.589622641509434,0.8710371819960862,0.27502750275027504,0.9623783783783784
0.7686596247996598,0.09495899903549604,0.8099024213950127,0.1174496644295302,0.445859872611465,0.8205318951087968,0.06763285024154589,0.9806623694154256
