AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV
0.7820546563144274,0.9806056436311719,0.594889373636647,0.7340425531914894,0.5862745098039216,0.7718120805369127,0.9814004376367614,0.0832729905865315
0.7977878006872853,0.18290010305163956,0.7759426612651916,0.14097968936678615,0.5619047619047619,0.7831829896907216,0.08060109289617487,0.9814291481631006
0.7275312365359758,0.03888851853547402,0.7896540978497975,0.025974025974025976,0.20454545454545456,0.7977883096366508,0.01386748844375963,0.986328125
