,AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV,class,feature_removed,AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV,class,feature_removed,AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV,class,feature_removed,AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV,class,feature_removed
26,0.8483238273788347,0.42880217087485445,0.7384669356253288,0.31195200738347945,0.7477876106194691,0.7376643170127644,0.19708454810495626,0.9713998996487707,Class 1,MN_AL2_EO,0.8601104583678082,0.4065805307504315,0.7334978798810202,0.26187554776511834,0.7492477432296891,0.7324371791407728,0.1586661002548853,0.9774632651221491,Class 1,MN_AL2_EO,0.8631874886873041,0.4045276503449444,0.7853343465045592,0.3016069221260816,0.7052023121387283,0.7909719398129321,0.1918238993710692,0.9744488977955912,Class 1,MN_AL2_EO,0.8586455181049776,0.29876632800632114,0.7027027027027027,0.19929328621908127,0.7621621621621621,0.6996690568119139,0.11463414634146342,0.9829523440526927,Class 1,MN_AL2_EO
26,0.7612233826122338,0.10019180774620481,0.8414313278372215,0.07755102040816327,0.2602739726027397,0.8567056705670567,0.045563549160671464,0.9778097390589686,Class 2,MN_AL2_EO,0.7424459808128536,0.07076477808406,0.8355800265805962,0.08002832861189801,0.2709832134292566,0.8508840353614144,0.04694640631491483,0.9773032701209496,Class 2,MN_AL2_EO,0.7966927778558381,0.06468863920522802,0.7815349544072948,0.05582922824302135,0.38636363636363635,0.7882534775888718,0.03008849557522124,0.9869375907111756,Class 2,MN_AL2_EO,0.7546263413143927,0.059627741444595685,0.8709000262398321,0.046511627906976744,0.17142857142857143,0.88398823843892,0.026905829596412557,0.9827637444279346,Class 2,MN_AL2_EO
27,0.8463298197597714,0.974669732791821,0.6283108226626908,0.7427461454413015,0.5994513031550068,0.8745819397993311,0.9760689215060625,0.20373977405531749,Class 0,LY,0.8346298014404604,0.9779071657636842,0.6183152965002215,0.7390645956820837,0.5936609439076944,0.8691654879773691,0.9787989915195966,0.17371024734982332,Class 0,LY,0.8583183062846458,0.9833380449720938,0.6238601823708206,0.7453703703703703,0.6,0.8894009216589862,0.9837067209775967,0.16652286453839515,Class 0,LY,0.8470555151194334,0.9848875863542337,0.6334295460509053,0.7581789856326813,0.6158605174353206,0.8784313725490196,0.9860423232778028,0.14088050314465408,Class 0,LY
27,0.8522790687480295,0.44586784925910006,0.7372390808630065,0.3051948051948052,0.7278761061946902,0.738045341969899,0.19307511737089203,0.9692269201901426,Class 1,LY,0.8591846872690484,0.4030318516932244,0.7416619201316372,0.26950608446671437,0.7552657973921765,0.7407457443934072,0.16401655412764105,0.9782337198929527,Class 1,LY,0.8652090821260582,0.4076796810259914,0.7933130699088146,0.30788804071246817,0.6994219653179191,0.7999186661244408,0.19738988580750408,0.9742446755819713,Class 1,LY,0.8630297699795769,0.318827212386084,0.7452112306481239,0.21882542236524538,0.7351351351351352,0.7457253171538886,0.1285444234404537,0.9822012350163458,Class 1,LY
27,0.7563715275637153,0.10166691034972841,0.8380985791966322,0.08523290386521308,0.2945205479452055,0.8523852385238524,0.04982618771726535,0.9787102108309219,Class 2,LY,0.7390234458299195,0.07441602352846655,0.8310866400860705,0.07997242330230955,0.27817745803357313,0.8460738429537181,0.04669887278582931,0.9773973117068409,Class 2,LY,0.7995907685822677,0.05984710712546338,0.791033434650456,0.06779661016949153,0.45454545454545453,0.7967542503863988,0.03663003663003663,0.9884947267497604,Class 2,LY,0.7812273265360674,0.0873235568617085,0.8525321437942797,0.0664451827242525,0.2857142857142857,0.8631381983426891,0.03759398496240601,0.9847514486123818,Class 2,LY
28,0.8498315962084078,0.9749910328502522,0.6333976495351693,0.7469733656174334,0.6045463452870861,0.8795986622073578,0.9771935381691479,0.20676100628930819,Class 0,SD_LMALS_NE,0.8370570477099544,0.9780695856211047,0.6179988608315929,0.738814366075292,0.5933829151317161,0.8684582743988685,0.9786770606442737,0.17349533766600736,Class 0,SD_LMALS_NE,0.8546583850931677,0.9831321673686879,0.6227203647416414,0.7442698944115375,0.598343685300207,0.8940092165898618,0.9843324250681199,0.16666666666666666,Class 0,SD_LMALS_NE,0.8365138181256755,0.9835077421579602,0.5953817895565469,0.7256227758007118,0.5733970753655793,0.9019607843137255,0.9878875968992248,0.1316542644533486,Class 0,SD_LMALS_NE
28,0.8554823759097814,0.4422402038750741,0.7391685669180845,0.3137978772496539,0.7522123893805309,0.738045341969899,0.19825072886297376,0.9719016557952835,Class 1,SD_LMALS_NE,0.8611652981099472,0.40651161582188144,0.738181127776723,0.26583850931677017,0.7512537612838516,0.7373007295325588,0.1614920224234584,0.977783749888023,Class 1,SD_LMALS_NE,0.8580418281786617,0.4076040250537485,0.7834346504559271,0.29280397022332505,0.6820809248554913,0.7905652704351362,0.18641390205371247,0.9724862431215607,Class 1,SD_LMALS_NE,0.8491629522517554,0.28574633293963464,0.6769876672789295,0.18422796554009277,0.7513513513513513,0.6731936017650303,0.10498489425981873,0.981503819863289,Class 1,SD_LMALS_NE
28,0.7617116506171165,0.10461542631089406,0.8412559200140326,0.07179487179487179,0.23972602739726026,0.8570657065706571,0.04221954161640531,0.9772167487684729,Class 2,SD_LMALS_NE,0.7405479672424308,0.07470657608289329,0.8333649769001962,0.0784039201960098,0.2685851318944844,0.8486739469578783,0.04590163934426229,0.9771723673377741,Class 2,SD_LMALS_NE,0.8011012364760433,0.07522895267854296,0.7952127659574468,0.06260869565217392,0.4090909090909091,0.8017774343122102,0.03389830508474576,0.9876249405045217,Class 2,SD_LMALS_NE,0.7597548401878795,0.08028661657601224,0.8800839674626082,0.07302231237322515,0.2571428571428571,0.8917401764234162,0.0425531914893617,0.9846517119244392,Class 2,SD_LMALS_NE
29,0.8491100061148369,0.974507388144288,0.6365549903525697,0.7495164410058027,0.6074857926709779,0.8846153846153846,0.9782265698958662,0.2089257503949447,Class 0,WBC,0.8342691407033046,0.9776864098148845,0.6189481678374786,0.7397899649941657,0.5949120733995968,0.8635077793493635,0.9779478976234004,0.1732160590154632,Class 0,WBC,0.8557918539084639,0.9832445558177786,0.6105623100303952,0.7342494166450609,0.5863354037267081,0.880184331797235,0.9819694868238558,0.16050420168067228,Class 0,WBC,0.8386720042347647,0.9843248877981666,0.6189976384151141,0.7457983193277311,0.5989876265466817,0.8980392156862745,0.9879406307977736,0.13836858006042296,Class 0,WBC
29,0.8548868136703663,0.4292437251590327,0.7393439747412734,0.3139427516158818,0.7522123893805309,0.7382358544484664,0.1983663943990665,0.9719087032856785,Class 1,WBC,0.8589304118787056,0.40000536364127903,0.7354597810265173,0.2679509632224168,0.7673019057171514,0.7333153201837341,0.16231699554423934,0.9790764790764791,Class 1,WBC,0.8640196329632563,0.41090587337010864,0.7796352583586627,0.29782082324455206,0.7109826589595376,0.7844652297681984,0.1883614088820827,0.9747347145022739,Class 1,WBC,0.8532192424084317,0.2960962013305575,0.7058514825505117,0.20552799433026223,0.7837837837837838,0.7018753447324876,0.11827079934747145,0.9845261121856866,Class 1,WBC
29,0.7522335795223358,0.09243215333706634,0.8431854060691106,0.07261410788381743,0.23972602739726026,0.859045904590459,0.042787286063569685,0.9772680729060004,Class 2,WBC,0.7392574240139869,0.0775638629801226,0.8399468388076704,0.08136578278241918,0.2685851318944844,0.8554342173686947,0.04794520547945205,0.9773486817675455,Class 2,WBC,0.7974304482225657,0.07216925691338015,0.7929331306990881,0.06196213425129088,0.4090909090909091,0.7994590417310664,0.0335195530726257,0.9875894988066826,Class 2,WBC,0.7737083285599725,0.07145993393469743,0.8764103909734978,0.056112224448897796,0.2,0.8890670943597968,0.03263403263403263,0.9834417504435246,Class 2,WBC
30,0.8462174194863405,0.9741996078965588,0.6307665321873356,0.7444457933713731,0.6008230452674898,0.8862876254180602,0.9783024888321634,0.20646669263731982,Class 0,SD_MALS_LY,0.837017968346994,0.9778861857514733,0.6178089994304158,0.738854054054054,0.5937999582956835,0.862093352192362,0.9776836804760815,0.1725895511822172,Class 0,SD_MALS_LY,0.8615965881443741,0.9838815663024596,0.6200607902735562,0.7422680412371134,0.5962732919254659,0.8847926267281107,0.9829351535836177,0.16452442159383032,Class 0,SD_MALS_LY,0.8404982465427117,0.9838567573716417,0.6145368669640514,0.742686985461552,0.5961754780652418,0.8705882352941177,0.9846725499303298,0.1338962605548854,Class 0,SD_MALS_LY
30,0.8502702579673836,0.44092902774091014,0.7384669356253288,0.31258644536652835,0.75,0.737473804534197,0.19743739079790332,0.9716365461847389,Class 1,SD_MALS_LY,0.8604093827009265,0.39883788926712155,0.7388139991139802,0.26578900551503293,0.7492477432296891,0.7381113212645231,0.16154844290657439,0.977632638453968,Class 1,SD_MALS_LY,0.8663914792187247,0.40474398382415455,0.7803951367781155,0.30024213075060535,0.7167630057803468,0.7848718991459943,0.18989280245022971,0.9752400202122284,Class 1,SD_MALS_LY,0.8533757695919859,0.30441819088744804,0.7008659144581475,0.199438202247191,0.7675675675675676,0.6974627688913403,0.11460855528652139,0.9832814930015552,Class 1,SD_MALS_LY
30,0.7533950655339506,0.09786192812617273,0.8400280652517103,0.08433734939759036,0.2876712328767123,0.8545454545454545,0.04941176470588235,0.9785611214182642,Class 2,SD_MALS_LY,0.740405803282491,0.07759800830553973,0.8344408581735333,0.08403361344537816,0.28776978417266186,0.8492589703588144,0.04920049200492005,0.9777727885047148,Class 2,SD_MALS_LY,0.8131937614163272,0.1013739704828444,0.8016717325227963,0.06451612903225806,0.4090909090909091,0.8083462132921174,0.03501945525291829,0.987724268177526,Class 2,SD_MALS_LY,0.7699049146523085,0.07888564861958043,0.8806087641039098,0.06952965235173825,0.24285714285714285,0.892542101042502,0.0405727923627685,0.984375,Class 2,SD_MALS_LY
31,0.8478060974035209,0.9739865399260459,0.6369058059989475,0.7498187092095722,0.6078777189888301,0.8846153846153846,0.978240302743614,0.20909090909090908,Class 0,MN_UMALS_NE,0.8321692762669112,0.9774389259593894,0.6204037719131701,0.7411307725507121,0.5967887676374505,0.8606789250353607,0.9775703062734828,0.17341122827016245,Class 0,MN_UMALS_NE,0.860909637347225,0.9837985444928621,0.6185410334346505,0.741503604531411,0.5962732919254659,0.8663594470046083,0.9802586793737236,0.16165090283748926,Class 0,MN_UMALS_NE,0.8419969562628201,0.9842143805840939,0.6350039359748098,0.7592175869828631,0.6167041619797525,0.8901960784313725,0.9873930661864025,0.14276729559748427,Class 0,MN_UMALS_NE
31,0.8548619458910842,0.42948237397518463,0.7333801087528504,0.3072014585232452,0.745575221238938,0.7323299676128786,0.19345579793340986,0.9709522606718869,Class 1,MN_UMALS_NE,0.8567561641964532,0.3984519969634927,0.7336244541484717,0.2632592333274987,0.7542627883650953,0.7322345312077817,0.1594571670907549,0.9778980604420388,Class 1,MN_UMALS_NE,0.8654911649314657,0.4136540932208743,0.7800151975683891,0.2913096695226438,0.6878612716763006,0.7864985766571777,0.18478260869565216,0.9728370221327968,Class 1,MN_UMALS_NE,0.8579135671799764,0.30431383369175463,0.718971398583049,0.20725388601036268,0.7567567567567568,0.7170435741864313,0.12006861063464837,0.9829867674858223,Class 1,MN_UMALS_NE
31,0.7484790944847909,0.09019588162496377,0.846693562532889,0.06423982869379015,0.2054794520547945,0.8635463546354636,0.03807106598984772,0.9763891715855892,Class 2,MN_UMALS_NE,0.7345056871819238,0.07017193371131172,0.8423517498892475,0.0838543582199338,0.2733812949640288,0.857774310972439,0.04952215464813206,0.9775538928809542,Class 2,MN_UMALS_NE,0.8143353941267388,0.06791673336014922,0.7997720364741642,0.06394316163410302,0.4090909090909091,0.8064142194744977,0.03468208092485549,0.9876952200662565,Class 2,MN_UMALS_NE,0.772604727536564,0.07126641467271967,0.8798215691419575,0.0728744939271255,0.2571428571428571,0.8914728682170543,0.04245283018867924,0.9846471803956304,Class 2,MN_UMALS_NE
32,0.8439998898936096,0.9734414445640949,0.6316435713032801,0.7455779016234553,0.602978640015677,0.8762541806020067,0.976515391939067,0.2054901960784314,Class 0,SD_UMALS_EO,0.8330571888872252,0.9775299109280857,0.6157205240174672,0.737006237006237,0.5913672065058734,0.8635077793493635,0.9778186415354557,0.17197183098591548,Class 0,SD_UMALS_EO,0.8616213947009379,0.9840778875511581,0.6394376899696048,0.7588310038119441,0.6182194616977226,0.8755760368663594,0.9822368421052632,0.17086330935251798,Class 0,SD_UMALS_EO,0.8354981362623789,0.9830896458264345,0.6142744686434006,0.7425569176882661,0.5961754780652418,0.8666666666666667,0.9842154131847726,0.13337356668678335,Class 0,SD_UMALS_EO
32,0.8505648779287078,0.4310151580459747,0.7312752148745834,0.3004566210045662,0.7278761061946902,0.7315679176986093,0.1892980437284235,0.9689629068887207,Class 1,SD_UMALS_EO,0.8591454585317693,0.3985051389278568,0.7324852857414088,0.2629468177855275,0.7562688064192578,0.7308835449878411,0.15913887716336006,0.9780348910783694,Class 1,SD_UMALS_EO,0.871953211865343,0.4116420130295536,0.7925531914893617,0.30710659898477155,0.6994219653179191,0.7991053273688491,0.1967479674796748,0.9742191373326723,Class 1,SD_UMALS_EO,0.8530612244897959,0.30589221712570763,0.6977171346103385,0.19327731092436976,0.745945945945946,0.6952564809707666,0.11102172164119067,0.9816978193146417,Class 1,SD_UMALS_EO
32,0.7570915995709161,0.09293748142249046,0.8438870373618663,0.0709812108559499,0.2328767123287671,0.85994599459946,0.04187192118226601,0.9770914297402332,Class 2,SD_UMALS_EO,0.7335308040618987,0.07528617679979474,0.8381747990633505,0.0798848506657071,0.26618705035971224,0.8536791471658867,0.04699407281964437,0.9772304486940993,Class 2,SD_UMALS_EO,0.814941337642265,0.07026150783677537,0.8088905775075987,0.07024029574861368,0.4318181818181818,0.8153013910355487,0.03822937625754527,0.9882903981264637,Class 2,SD_UMALS_EO,0.7700500248214763,0.06904806805962292,0.881395959065862,0.06611570247933884,0.22857142857142856,0.8936113338679498,0.03864734299516908,0.9841036208419194,Class 2,SD_UMALS_EO
33,0.846319661134476,0.9745192861863938,0.6356779512366252,0.7493059746529873,0.6082696453066824,0.8695652173913043,0.9754871150219987,0.20643112346169115,Class 0,MN_AL2_LY,0.8376342425274113,0.9779202512846522,0.6195177520410101,0.7400553441715669,0.5948425662056023,0.8705799151343706,0.9790641802997369,0.17436260623229463,Class 0,MN_AL2_LY,0.8611290799629809,0.9835584109331148,0.6253799392097265,0.7469199178644764,0.6024844720496895,0.880184331797235,0.9824442943956786,0.16594265855777585,Class 0,MN_AL2_LY,0.8478980568605394,0.9850488488503653,0.6053529257412753,0.7340876944837341,0.5838020247469067,0.9058823529411765,0.9885714285714285,0.13500876680303917,Class 0,MN_AL2_LY
33,0.8517867710158025,0.43263656223750885,0.7440799859673741,0.31211692597831214,0.7323008849557522,0.7450943036768909,0.1983223487118035,0.9699900793650794,Class 1,MN_AL2_LY,0.8613559538382779,0.39938199230613525,0.734194038352003,0.2628992628992629,0.7512537612838516,0.733045122939746,0.15932780259519252,0.9776576576576577,Class 1,MN_AL2_LY,0.8641324660854195,0.44164718400348535,0.7781155015197568,0.2946859903381642,0.7052023121387283,0.7832452216348109,0.18625954198473282,0.9742033383915023,Class 1,MN_AL2_LY,0.861102249519238,0.3326695330638585,0.6848596168984519,0.1901550910316925,0.7621621621621621,0.6809156094870381,0.1086286594761171,0.9824910465578989,Class 1,MN_AL2_LY
33,0.7656116296561163,0.10610160944656888,0.8396772496053324,0.0823293172690763,0.2808219178082192,0.8543654365436544,0.04823529411764706,0.9783549783549783,Class 2,MN_AL2_LY,0.7423971898923918,0.0739479568003465,0.8388709575343333,0.08285302593659942,0.27577937649880097,0.8541341653666147,0.048749470114455275,0.9775331051926797,Class 2,MN_AL2_LY,0.808881902487003,0.06687709428042034,0.8069908814589666,0.05925925925925926,0.36363636363636365,0.8145285935085008,0.03225806451612903,0.9868913857677902,Class 2,MN_AL2_LY,0.7783022110207354,0.07737266124973936,0.8832327473104172,0.07867494824016563,0.2714285714285714,0.8946805666933975,0.04600484261501211,0.9849911712772219,Class 2,MN_AL2_LY
34,0.8452405529700215,0.9745442876141102,0.6321697947728468,0.7461566396320058,0.6039584558103077,0.8729096989966555,0.9759341355288157,0.2052693668895006,Class 0,SD_MALS_EO,0.8345673236161555,0.9775680886607597,0.6174925637617872,0.738694336359706,0.5937999582956835,0.8585572842998586,0.9771245567882878,0.17200340039671294,Class 0,SD_MALS_EO,0.8584347062808292,0.983353657206673,0.6287993920972644,0.7494229289561426,0.6049689440993788,0.8940092165898618,0.9845013477088949,0.16898954703832753,Class 0,SD_MALS_EO,0.8353426409934053,0.9837002390657894,0.6127000787194962,0.7409617409617409,0.593644544431946,0.8784313725490196,0.9855275443510738,0.13421210305572198,Class 0,SD_MALS_EO
34,0.8500363322470188,0.4361069446502681,0.736186633923873,0.30818767249310025,0.7411504424778761,0.7357591922270909,0.194541231126597,0.9705956270419703,Class 1,SD_MALS_EO,0.8602866150464362,0.3978220512844223,0.7360293652300487,0.2642441347680367,0.7512537612838516,0.7350040529586598,0.1603167808219178,0.9777158774373259,Class 1,SD_MALS_EO,0.8597578319115575,0.4071867862970168,0.790273556231003,0.29949238578680204,0.6820809248554913,0.7978853192354616,0.191869918699187,0.9727317798710957,Class 1,SD_MALS_EO,0.8521220613884707,0.30316146640314684,0.7032274993440042,0.2018348623853211,0.772972972972973,0.6996690568119139,0.11607142857142858,0.983714618069019,Class 1,SD_MALS_EO
34,0.7650629446506294,0.1028009980627887,0.8412559200140326,0.0641158221302999,0.21232876712328766,0.8577857785778578,0.037758830694275276,0.9764344262295082,Class 2,SD_MALS_EO,0.7358666888641971,0.07990005926084875,0.8370356306562876,0.08134141990724224,0.2733812949640288,0.8523140925637025,0.04777870913663034,0.9774133432724562,Class 2,SD_MALS_EO,0.8025502318392581,0.0727002480451798,0.7944528875379939,0.06239168110918544,0.4090909090909091,0.8010046367851623,0.03377110694183865,0.987613149118628,Class 2,SD_MALS_EO,0.7588078053996258,0.07518799405976581,0.8743112044082918,0.055226824457593686,0.2,0.8869286287089013,0.032036613272311214,0.983402489626556,Class 2,SD_MALS_EO
35,0.8475527871663138,0.9743698339821429,0.6332222417119804,0.7466375863322429,0.6037624926513815,0.8846153846153846,0.9780952380952381,0.20736965895727166,Class 0,SD_C_NE,0.8341344520812783,0.9776164186263436,0.6182520093664958,0.738942266078075,0.5933829151317161,0.8712871287128713,0.979126046564973,0.17396215758260378,Class 0,SD_C_NE,0.8556296571924702,0.9831413222760723,0.6371580547112462,0.7570592724497583,0.6161490683229813,0.8709677419354839,0.9815303430079155,0.1693548387096774,Class 0,SD_C_NE,0.8395465272723263,0.9834766472874572,0.602466544214117,0.7318109399893786,0.5812710911136107,0.8980392156862745,0.9875776397515528,0.13329452852153667,Class 0,SD_C_NE
35,0.853008664102897,0.4357135649865832,0.7400456060340291,0.31830726770929163,0.7654867256637168,0.7378548294913316,0.20092915214866433,0.9733601407388791,Class 1,SD_C_NE,0.8621692556729903,0.400601127439944,0.7339408898171002,0.2670850767085077,0.7683049147442327,0.7316265874088085,0.1616374762608145,0.9791177002350389,Class 1,SD_C_NE,0.8546215741630956,0.4255052104835322,0.7762158054711246,0.2929171668667467,0.7052023121387283,0.7812118747458316,0.18484848484848485,0.9741379310344828,Class 1,SD_C_NE,0.8521757278514035,0.2971013724817241,0.6861716085017056,0.18417462482946795,0.7297297297297297,0.6839492553778268,0.1053864168618267,0.9802371541501976,Class 1,SD_C_NE
35,0.7542507675425077,0.10933591371905356,0.8423083669531661,0.07794871794871795,0.2602739726027397,0.8576057605760576,0.045838359469240045,0.9778325123152709,Class 2,SD_C_NE,0.7304092763230913,0.07282977359402083,0.8396304031390418,0.08188405797101449,0.2709832134292566,0.8550442017680707,0.04822876653862569,0.9774112052310893,Class 2,SD_C_NE,0.8020145426443727,0.06731809334592069,0.8221884498480243,0.064,0.36363636363636365,0.8299845440494591,0.03508771929824561,0.9871323529411765,Class 2,SD_C_NE,0.7635849849161799,0.0841402642857472,0.8785095775387037,0.08678500986193294,0.3142857142857143,0.8890670943597968,0.05034324942791762,0.9857735625370481,Class 2,SD_C_NE
36,0.8468770747353678,0.97501323934216,0.6348009121206806,0.7481248487781272,0.6059180873995689,0.8812709030100334,0.9775529560543788,0.20764381402679274,Class 0,MN_C_EO,0.8349561509885015,0.9778288144263341,0.614011771406873,0.7352519859356688,0.5886564259400848,0.871994342291372,0.9790751445086705,0.1724234372814991,Class 0,MN_C_EO,0.8560418276707598,0.9834665067491242,0.6257598784194529,0.7472414677957403,0.6028985507246377,0.880184331797235,0.9824561403508771,0.16608695652173913,Class 0,MN_C_EO,0.8384172566664461,0.9840962836878435,0.6155864602466544,0.7432077125328659,0.5961754780652418,0.8862745098039215,0.9865053513261982,0.13598074608904934,Class 0,MN_C_EO
36,0.8524392341061172,0.4436389843236254,0.7407472373267848,0.31889400921658984,0.7654867256637168,0.7386168794056011,0.20139697322467986,0.9733868943007783,Class 1,MN_C_EO,0.8595332742350261,0.40129892055079663,0.730460097462186,0.26302128395916247,0.7622868605817452,0.728316671169954,0.1589293182768716,0.9784916961611761,Class 1,MN_C_EO,0.8607051599997179,0.4089103143259273,0.7792553191489362,0.2905982905982906,0.6878612716763006,0.7856852379015861,0.18421052631578946,0.972809667673716,Class 1,MN_C_EO,0.8530999836019141,0.28423101866832645,0.6977171346103385,0.1864406779661017,0.7135135135135136,0.696911196911197,0.10722989439480098,0.9794573643410853,Class 1,MN_C_EO
36,0.7598387235983873,0.11277506970587477,0.8456411155937554,0.08902691511387163,0.2945205479452055,0.8601260126012601,0.0524390243902439,0.9788977668510551,Class 2,MN_C_EO,0.7352816654632612,0.07525753673681683,0.8363394721853047,0.07178750897343862,0.23980815347721823,0.8525091003640146,0.04221190375685943,0.9763996426444312,Class 2,MN_C_EO,0.8018301250526907,0.07350141089580671,0.8062310030395137,0.06934306569343066,0.4318181818181818,0.8125965996908809,0.037698412698412696,0.9882518796992481,Class 2,MN_C_EO,0.7568717302478328,0.07746844578485913,0.8779847808974023,0.0718562874251497,0.2571428571428571,0.8896017107725207,0.04176334106728538,0.9846153846153847,Class 2,MN_C_EO
37,0.8465608465608465,0.9747216673980135,0.631818979126469,0.7457298606904906,0.6031746031746031,0.8762541806020067,0.9765228426395939,0.20557081208316988,Class 0,PLR,0.8334098371260634,0.9773853618165642,0.612239731662553,0.7340596380051218,0.5877528324181552,0.8613861386138614,0.9773462783171522,0.17037347880822493,Class 0,PLR,0.8521815458301132,0.9827575438525232,0.6136018237082067,0.736869340232859,0.589648033126294,0.880184331797235,0.9820689655172414,0.16159052453468697,Class 0,PLR,0.8373387150135645,0.9839955310929267,0.6058777223825768,0.7347227128223243,0.5849268841394826,0.8980392156862745,0.9876543209876543,0.1343108504398827,Class 0,PLR
37,0.8510681343433305,0.4380258390373316,0.7381161199789511,0.3097549699491447,0.7411504424778761,0.7378548294913316,0.19579193454120397,0.9706766917293234,Class 1,PLR,0.8590810258389328,0.39797848207124015,0.7333713056135688,0.2630750393563058,0.7542627883650953,0.7319643339637936,0.15932203389830507,0.9778900821225521,Class 1,PLR,0.8587493858822256,0.390462944784042,0.7834346504559271,0.29975429975429974,0.7052023121387283,0.7889385929239529,0.19032761310452417,0.9743847312908086,Class 1,PLR,0.8563959988670413,0.3105120037717836,0.7050642875885594,0.20170454545454544,0.7675675675675676,0.7018753447324876,0.116107931316435,0.9833848531684699,Class 1,PLR
37,0.7622800636228007,0.09701536082624398,0.8400280652517103,0.07317073170731707,0.2465753424657534,0.8556255625562557,0.04295942720763723,0.977380217972445,Class 2,PLR,0.7357433865699953,0.0738923480169291,0.8330485412315676,0.07308503162333099,0.24940047961630696,0.8488689547581904,0.04281597365170852,0.9765928806461263,Class 2,PLR,0.801074891105803,0.053129684796255794,0.7906534954407295,0.05811965811965812,0.38636363636363635,0.7975270479134466,0.031423290203327174,0.9870875179340028,Class 2,PLR,0.7508687516706762,0.06708808759940649,0.8625032799790081,0.050724637681159424,0.2,0.8748997594226142,0.029045643153526972,0.9831781315710424,Class 2,PLR
38,0.8466044303403402,0.9748593631224878,0.6321697947728468,0.7458489880014544,0.602978640015677,0.8812709030100334,0.977445997458704,0.20642381511946728,Class 0,SD_V_EO,0.833783278535382,0.9775154019440717,0.6146446427441301,0.7360755927354687,0.5901855842079655,0.8635077793493635,0.9777752187931829,0.17156105100463678,Class 0,SD_V_EO,0.848916621346996,0.9817086479570776,0.6155015197568389,0.7386363636363636,0.5921325051759835,0.8755760368663594,0.9814687714481812,0.16170212765957448,Class 0,SD_V_EO,0.8379254063830258,0.9843619448980497,0.612962477040147,0.7407277201617156,0.59251968503937,0.8980392156862745,0.9878105954055321,0.1364719904648391,Class 0,SD_V_EO
38,0.8529104574491222,0.4342554337261604,0.7381161199789511,0.3141938447404685,0.7566371681415929,0.7365212421413603,0.19826086956521738,0.9723340040241448,Class 1,SD_V_EO,0.8589892888609086,0.40231486587592064,0.7302069489272831,0.2587376108502869,0.7462387161484454,0.7291272629019184,0.15649978965082037,0.9770978546211642,Class 1,SD_V_EO,0.8570568890497805,0.4121754334967142,0.7784954407294833,0.2846625766871166,0.6705202312138728,0.7860919072793818,0.1806853582554517,0.971356783919598,Class 1,SD_V_EO,0.8543820157719771,0.2848866983412053,0.7173970086591446,0.2039911308203991,0.745945945945946,0.7159404302261445,0.11815068493150685,0.9822171774498676,Class 1,SD_V_EO
38,0.7609175986091758,0.09759669589582234,0.8421329591299772,0.07597535934291581,0.2534246575342466,0.8576057605760576,0.04468599033816425,0.9776318489636774,Class 2,SD_V_EO,0.733294331773271,0.07443574612080106,0.8379849376621733,0.07913669064748201,0.2637889688249401,0.8535491419656787,0.04655099449851883,0.9771543384432207,Class 2,SD_V_EO,0.7829404945904174,0.05926464569478656,0.7921732522796353,0.05199306759098787,0.3409090909090909,0.7998454404945904,0.028142589118198873,0.9861838970938542,Class 2,SD_V_EO,0.7542673845801352,0.0713591631713139,0.8572553135659932,0.06206896551724138,0.2571428571428571,0.8684843624699278,0.03529411764705882,0.9842471978188427,Class 2,SD_V_EO
39,0.8452995385362534,0.9743913190729623,0.633923873004736,0.7474282948081811,0.6051342347638644,0.8795986622073578,0.9772151898734177,0.20700511609602518,Class 0,MN_UMALS_EO,0.8350406017376406,0.9778931885166906,0.6126194544649073,0.7343200659750857,0.587961354000139,0.8635077793493635,0.9776930189551549,0.17079311791859,Class 0,MN_UMALS_EO,0.8541469883886234,0.9830008232026363,0.6306990881458967,0.7516607051609606,0.6091097308488613,0.8709677419354839,0.981320880587058,0.16681376875551632,Class 0,MN_UMALS_EO,0.8412459471977767,0.9843536349898733,0.5793754919968512,0.7112232030264817,0.5551181102362205,0.9176470588235294,0.9894736842105263,0.1288546255506608,Class 0,MN_UMALS_EO
39,0.8472663145276723,0.4262681900011977,0.7351341869847395,0.30478821362799263,0.7323008849557522,0.7353781672699562,0.19244186046511627,0.969605626726953,Class 1,MN_UMALS_EO,0.8596729122791232,0.3999242970434831,0.7281184735143346,0.25982081323225364,0.7562688064192578,0.7262226425290462,0.1568545870605367,0.9778970347462252,Class 1,MN_UMALS_EO,0.8588081531333523,0.41952380240355036,0.7784954407294833,0.2864137086903305,0.6763005780346821,0.7856852379015861,0.18167701863354038,0.971830985915493,Class 1,MN_UMALS_EO,0.8533385012149491,0.29907860642820155,0.663867751246392,0.18146964856230033,0.7675675675675676,0.65857694429123,0.10289855072463767,0.9823118058412176,Class 1,MN_UMALS_EO
