iteration,n_features,removed,class_0_AUROC,class_1_AUROC,class_2_AUROC,macro_AUROC,micro_AUROC,timestamp
0,86,HCT,0.8470710289329432,0.8579812689931139,0.7735276240095519,0.8261933073118696,0.9714555804707153,2025-07-20T02:38:40.456687
1,85,MN_AL2_NE,0.8493684442360796,0.8606293659495827,0.7720297405839575,0.8273425169232066,0.971760514357939,2025-07-20T03:07:00.655426
2,84,SD_LALS_EO,0.8475018546758439,0.8600047702637544,0.7725279496363833,0.8266781915253271,0.9716242536266412,2025-07-20T03:34:50.788478
3,83,SD_LMALS_NE,0.8477967996537938,0.8615851346226772,0.7637555627917074,0.8243791656893927,0.9715177425428773,2025-07-20T04:02:04.235707
4,82,MN_V_EO,0.8494602120512715,0.8621972898724555,0.7699381309019864,0.8271985442752378,0.9717629628886002,2025-07-20T04:28:36.956195
5,81,SD_C_LY,0.8481252318344805,0.862372742918818,0.7587072614783459,0.8230684120772148,0.9714342476473294,2025-07-20T04:54:45.098927
6,80,SD_LMALS_MO,0.8483358148209207,0.8610682130557656,0.7718007163790297,0.8270682480852387,0.9716597726245457,2025-07-20T05:20:27.365416
7,79,SD_V_EO,0.8461762122367391,0.8580426132122579,0.7730750027135569,0.8257646093875181,0.9714541266556351,2025-07-20T05:45:24.896814
8,78,MN_AL2_EO,0.8474007490829658,0.8597649701343738,0.7750439596222728,0.8274032262798708,0.971673974102381,2025-07-20T06:09:45.547906
9,77,MN_C_EO,0.8521340363928616,0.8628613517692016,0.773319222837295,0.8294382036664527,0.9720903926512738,2025-07-20T06:33:47.519593
10,76,MO,0.8496118704405886,0.8648505345955656,0.7668891783349615,0.8271171944570385,0.9718630312760616,2025-07-20T06:57:18.760051
11,75,MN_LALS_NE,0.8493079096772864,0.861927461104333,0.7718463041354607,0.8276938916390267,0.9717859943801325,2025-07-20T07:20:21.830175
12,74,BA_count,0.8481400434818448,0.8604123017895351,0.7737968088570498,0.8274497180428099,0.9716466117722415,2025-07-20T07:42:52.624355
13,73,SD_C_MO,0.8483638281539794,0.8628128769666613,0.7704830131336156,0.827219906084752,0.9717879685079779,2025-07-20T08:05:01.848091
14,72,MN_AL2_LY,0.8488703220953715,0.8626490063952422,0.7658460870509063,0.8257884718471734,0.9716151481532447,2025-07-20T08:26:44.552869
15,71,EO_count,0.8487119018670404,0.8614761735621002,0.7681819168566156,0.8261233307619187,0.9716133270585654,2025-07-20T08:48:09.944408
16,70,Band,0.8492132439310884,0.8626747452284493,0.7640193205253447,0.8253024365616275,0.9716686638515094,2025-07-20T09:09:01.338158
17,69,SD_V_MO,0.8514111636030168,0.8636249371543488,0.7681384999457288,0.8277248669010314,0.9719829021552457,2025-07-20T09:29:34.852620
18,68,MN_V_LY,0.850324117483411,0.8624551071850811,0.7661825681102788,0.8263205975929236,0.9717702472673174,2025-07-20T09:49:30.951431
19,67,SD_C_EO,0.8512604711907019,0.8650118312836643,0.7688852708129816,0.8283858577624493,0.972017426437569,2025-07-20T10:09:10.612379
20,66,HGB,0.8492158198697606,0.8628686444386103,0.7577206121784434,0.8232683588289381,0.9714871206062955,2025-07-20T10:28:08.585184
21,65,NE_count,0.8495767732761819,0.8612432371215748,0.7680104200586126,0.8262768101521232,0.9716774326519398,2025-07-20T10:46:45.270848
22,64,NRBC,0.850126092197997,0.8610317497087222,0.7701042005861283,0.8270873474976158,0.9716508660942655,2025-07-20T11:04:54.806281
23,63,Metamyelocyte,0.8493748840827597,0.8587778858808772,0.7675274069249973,0.8252267256295447,0.9714646553374785,2025-07-20T11:22:34.593387
24,62,BA,0.8469216244899641,0.8586380382204514,0.7712764571800717,0.8256120399634957,0.9715178802727271,2025-07-20T11:40:01.074870
25,61,SD_LMALS_LY,0.8496096164942504,0.8605967634275202,0.7656007815043959,0.8252690538087221,0.9715821388992678,2025-07-20T11:57:06.734172
26,60,SD_LALS_NE,0.8498514327370893,0.8614298436623271,0.7711809399761207,0.8274874054585123,0.9717402986766671,2025-07-20T12:13:29.833091
27,59,MN_C_MO,0.8483928074640399,0.8609807010228613,0.7617746662324976,0.8237160582397997,0.9713973666542445,2025-07-20T12:29:30.270319
28,58,EO,0.849535236265095,0.8601836551545448,0.769584283078259,0.8264343914992995,0.971602507613706,2025-07-20T12:45:02.074426
29,57,PDW,0.8459144324691918,0.8569714487702845,0.7637479648323022,0.8222112820239262,0.9710848117153378,2025-07-20T13:00:11.914701
30,56,MN_MALS_EO,0.8472249412685983,0.857279456807664,0.7720156300879194,0.8255066760547272,0.9713179883508706,2025-07-20T13:15:25.313262
31,55,MCH,0.847158932840127,0.8574107248570209,0.7650852056876153,0.823218287794921,0.9711292678501557,2025-07-20T13:30:01.074091
