AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV
0.8613452283931536,0.41804043471607266,0.8375723557270655,0.3891820580474934,0.6599552572706935,0.852683669585078,0.27595884003741816,0.9671848013816926
0.7879138202837623,0.09957205833091383,0.9070338537098754,0.11666666666666667,0.21212121212121213,0.9277456647398844,0.08045977011494253,0.9753133308013673
0.8573708254507673,0.9775805181547748,0.7900368356428696,0.8711101539786799,0.7948516407938692,0.75,0.9635540733682706,0.30538922155688625
0.8603143743043544,0.42599406064873246,0.838273987019821,0.3885941644562334,0.6554809843400448,0.853825656642558,0.2761545711592837,0.9668103448275862
0.7844357593273779,0.09879097830000258,0.9089633397649535,0.14497528830313014,0.26666666666666666,0.928106936416185,0.09954751131221719,0.9769918235405971
0.8593807995458614,0.9768758811464971,0.7889843887037362,0.8707424519179112,0.796227156612301,0.7287581699346405,0.9606448553816975,0.3007417397167903
0.8636969042016779,0.44724068474640977,0.8333625679705314,0.38311688311688313,0.6599552572706935,0.848115721355158,0.2698993595608417,0.9670138888888888
0.7997722893676651,0.11350472107331921,0.9131731275214875,0.10810810810810811,0.18181818181818182,0.934971098265896,0.07692307692307693,0.9745810581811335
0.8557830743484923,0.9769287365421649,0.785300824416769,0.8679041657673214,0.7901355865592454,0.7450980392156863,0.9626526214986832,0.2992125984251969
0.8584740804704882,0.42319624131322636,0.832310121031398,0.3767926988265971,0.6465324384787472,0.848115721355158,0.265869365225391,0.9657563935847421
0.7926092573130146,0.10110336329601921,0.9070338537098754,0.11960132890365449,0.21818181818181817,0.9275650289017341,0.08237986270022883,0.9754939209726444
0.8554401586402557,0.9765705391694354,0.7921417295211366,0.8725121032813341,0.796816663391629,0.7532679738562091,0.9640989063242986,0.3083612040133779
0.8609939460208861,0.4171540155490221,0.8386248026661989,0.38420348058902276,0.6420581655480985,0.8553483060525314,0.27411652340019105,0.9656209712075634
0.8011078998073217,0.10647342108776506,0.9075600771794422,0.1402936378466558,0.2606060606060606,0.926842485549133,0.09598214285714286,0.9767751760898534
0.8555538217120869,0.9761273380441636,0.7917909138747589,0.8722969338353954,0.796620161131853,0.7516339869281046,0.9638611507370424,0.3076923076923077
0.8579852657270184,0.4286447288168029,0.8354674618487985,0.38370565045992117,0.6532438478747203,0.850970688998858,0.27162790697674416,0.9664937310851708
0.7865541250656859,0.10345673692019022,0.910015786704087,0.12307692307692308,0.21818181818181817,0.930635838150289,0.08571428571428572,0.9755728081802689
0.8529289753498832,0.9755460034203427,0.7912646904051921,0.8721255104233827,0.7974061701709569,0.7401960784313726,0.9622954707137775,0.305256064690027
0.8563706442050331,0.4253157738442995,0.8395018417821435,0.3879598662207358,0.6487695749440716,0.8557289684050248,0.2767175572519084,0.9662583279604556
0.7967748292170258,0.10623673538972113,0.9075600771794422,0.12312811980033278,0.22424242424242424,0.9279263005780347,0.08486238532110092,0.9756885090218423
0.8528856292631679,0.975821612786383,0.7891597965269251,0.8703623813632442,0.7928866181961093,0.7581699346405228,0.9646186947167105,0.30566534914361
0.8584447004902626,0.42720513940797505,0.8354674618487985,0.39011703511053314,0.6711409395973155,0.8494480395888847,0.27497708524289644,0.968112798264642
0.7913382378700298,0.1061497363351456,0.9084371162953868,0.11824324324324324,0.21212121212121213,0.9291907514450867,0.08196721311475409,0.975350777398559
0.8547787294651927,0.9766606540766727,0.7877565339414138,0.8696401637578108,0.7930831204558852,0.7434640522875817,0.9625566420224183,0.3017241379310345
0.8603228902406519,0.4324724040791658,0.8349412383792317,0.3861709067188519,0.6621923937360179,0.8496383707651314,0.27255985267034993,0.9672806067172265
0.8037364249430724,0.10582913195936586,0.9096649710577092,0.12265758091993186,0.21818181818181817,0.9302745664739884,0.08530805687203792,0.9755635537033529
0.8537165897996062,0.9766497393581288,0.7828451148921242,0.8664509169363538,0.7891530752603655,0.7303921568627451,0.960535756995934,0.29407894736842105
0.8580580769823609,0.4269865932493112,0.8330117523241537,0.3802083333333333,0.6532438478747203,0.8483060525314047,0.2681359044995409,0.9663920208152645
0.7946696006305833,0.098245737018145,0.9063322224171197,0.1040268456375839,0.18787878787878787,0.9277456647398844,0.07192575406032482,0.974573055028463
0.8572289071520401,0.9772387535296175,0.7888089808805473,0.8702865761689291,0.7936726272352133,0.7483660130718954,0.9632721202003339,0.3037135278514589
0.8603130969139098,0.42517695286540785,0.8389756183125767,0.3952569169960474,0.6711409395973155,0.853254663113818,0.2801120448179272,0.9682505399568034
0.8038064897530216,0.10937004283157846,0.9091387475881424,0.13953488372093023,0.2545454545454545,0.9286488439306358,0.09610983981693363,0.9766337386018237
0.8525895915450088,0.9769101249723616,0.7830205227153131,0.866688220713439,0.7901355865592454,0.7238562091503268,0.9596658711217184,0.2931833223031105
0.8575611720994082,0.4278038685611994,0.8321347132082091,0.3708086785009862,0.6308724832214765,0.849257708412638,0.26256983240223464,0.9643397449751459
0.7943083289542827,0.10309794051884967,0.9052797754779863,0.10299003322259136,0.18787878787878787,0.9266618497109826,0.07093821510297482,0.9745440729483282
0.851652031743463,0.9762594681480615,0.7860024557095247,0.8684494285098123,0.7913146001179013,0.7418300653594772,0.9622461170848268,0.2994722955145119
0.8573512542696775,0.4227344080025456,0.8319593053850202,0.3722149410222805,0.6353467561521253,0.848686714883898,0.2632066728452271,0.9647338814366075
0.8041469609388686,0.10684670726450003,0.9094895632345202,0.14285714285714285,0.2606060606060606,0.9288294797687862,0.09839816933638444,0.976823708206687
0.8543590751293639,0.976388894909239,0.7881073495877916,0.8699116950247685,0.7936726272352133,0.7418300653594772,0.962354062425542,0.30186170212765956
0.8603556765953968,0.42278202968464335,0.834415014909665,0.3797634691195795,0.6465324384787472,0.850399695470118,0.2688372093023256,0.9658452226545612
0.8005846032580137,0.12020254246802398,0.9087879319417645,0.12457912457912458,0.22424242424242424,0.9291907514450867,0.08624708624708624,0.9757207890743551
0.855527492977934,0.9766127202332038,0.7875811261182248,0.8698269375470279,0.7950481430536451,0.7254901960784313,0.9601328903654485,0.29858776059179554
0.8615215082745097,0.4222760646790691,0.8351166462024207,0.374167776298269,0.6286353467561522,0.852683669585078,0.2663507109004739,0.964270340077486
0.7908773427920827,0.09805751541026982,0.9065076302403087,0.10720268006700168,0.19393939393939394,0.9277456647398844,0.07407407407407407,0.9747580185993547
0.8557647726674348,0.9771084529067103,0.7847746009472022,0.8675661090124123,0.7897425820396935,0.7434640522875817,0.962404214559387,0.2983606557377049
0.859287778183704,0.4327833451697447,0.8328363445009648,0.38237200259235254,0.6599552572706935,0.847544727826418,0.26916058394160586,0.9669923995656895
0.8048924943072341,0.11226339916325778,0.9077354850026311,0.11447811447811448,0.20606060606060606,0.9286488439306358,0.07925407925407925,0.9751517450682853
0.8553518610562061,0.9768674373530677,0.7858270478863357,0.868497576736672,0.7922971114167813,0.7320261437908496,0.9609151572926596,0.29767441860465116
0.8610318419374096,0.42701036273369525,0.834239607086476,0.37623762376237624,0.6375838926174496,0.850970688998858,0.26685393258426965,0.965033455644291
0.8016946925906464,0.11495879524333226,0.9087879319417645,0.1362126245847176,0.24848484848484848,0.9284682080924855,0.09382151029748284,0.9764437689969605
0.8512397622964821,0.9756635612970495,0.7856516400631468,0.8683473389355743,0.7919041068972293,0.7336601307189542,0.9611256856665872,0.29774535809018565
0.855352989817495,0.41799195570079933,0.8331871601473426,0.3747534516765286,0.6375838926174496,0.849828701941378,0.26536312849162014,0.964988113248325
0.7929387808723068,0.1044018362085296,0.9072092615330644,0.11686143572621036,0.21212121212121213,0.9279263005780347,0.08064516129032258,0.9753180178469717
0.8516712966708921,0.9752009304782896,0.7889843887037362,0.8705198579270261,0.7946551385340932,0.7418300653594772,0.9623988576868158,0.3028685790527018
0.8585958583595412,0.42705574868405144,0.8337133836169093,0.3828125,0.6577181208053692,0.848686714883898,0.2699724517906336,0.9668256721595837
0.7951107899807323,0.10875407653942655,0.9110682336432205,0.11826086956521739,0.20606060606060606,0.9320809248554913,0.08292682926829269,0.9752409752409752
0.8509218909939033,0.9754813269752494,0.7856516400631468,0.8684323858742463,0.7924936136765572,0.7287581699346405,0.9604667778042391,0.2969374167776298
0.8541062567435571,0.40738690506212694,0.8298544115067532,0.36766623207301175,0.6308724832214765,0.8467834031214313,0.2594296228150874,0.9642392717815345
0.7922884918549659,0.10077491255110615,0.9112436414664093,0.12758620689655173,0.22424242424242424,0.9317196531791907,0.0891566265060241,0.975785092697692
0.851676755066997,0.9762723948692487,0.7809156288370461,0.865016751323895,0.7864020436235016,0.7352941176470589,0.9610951008645533,0.29277813923227064
0.8584621581596722,0.4250985020362543,0.8288019645676197,0.3711340206185567,0.6442953020134228,0.8444994290064712,0.26063348416289595,0.9654046997389034
0.7880440970397617,0.10289457135718316,0.90791089282582,0.12060301507537688,0.21818181818181817,0.9284682080924855,0.08333333333333333,0.9755171759347124
0.8501484041576282,0.9763016378180888,0.791440098228381,0.8724385795515502,0.7989781882491649,0.7287581699346405,0.9607750472589792,0.3036078965282505
0.8575564883344448,0.422261849787027,0.8380985791966322,0.38589487691284097,0.6487695749440716,0.8542063189950514,0.2746212121212121,0.9662002152852529
0.785621387283237,0.10226640976079496,0.9115944571127872,0.12802768166089964,0.22424242424242424,0.9320809248554913,0.08958837772397095,0.9757942511346445
0.8532140962758327,0.9766930684124127,0.7844237853008245,0.867235605487739,0.7887600707408136,0.7483660130718954,0.9630518234165067,0.2987606001304631
0.8545154474826466,0.41239447754950326,0.8338887914400982,0.3798297314996726,0.6487695749440716,0.8496383707651314,0.26851851851851855,0.9660246699848518
0.8046680679628656,0.11671700431432147,0.9042273285388528,0.11650485436893204,0.21818181818181817,0.9246748554913294,0.07947019867549669,0.9754192073170732
0.8544823706649096,0.9766094055275764,0.7854762322399579,0.8681117222042489,0.7909215955983494,0.7401960784313726,0.9619980879541109,0.2986156888595913
0.8603118195234652,0.4260727392809641,0.8365199087879319,0.3868421052631579,0.6577181208053692,0.8517320137038447,0.2739981360671016,0.9669403630077787
0.790693422665966,0.10737296638752772,0.9068584458866865,0.12807881773399016,0.23636363636363636,0.926842485549133,0.08783783783783784,0.9760319573901465
0.8527026124525923,0.9765213697241089,0.7816172601298018,0.8654781199351702,0.7869915504028296,0.7369281045751634,0.9613538166106577,0.2938110749185668
0.8548271307511311,0.4166781563856646,0.8289773723908086,0.3672939649578196,0.6331096196868009,0.8456414160639513,0.2586837294332724,0.964401996961146
0.7899971536170958,0.1058077319108425,0.9077354850026311,0.132013201320132,0.24242424242424243,0.9275650289017341,0.09070294784580499,0.9762357414448669
0.8500944623608269,0.9762139531531491,0.7902122434660586,0.8714254998924963,0.796423658872077,0.738562091503268,0.9620223118917636,0.30376344086021506
0.8551434977845792,0.4082170743069758,0.8379231713734433,0.38726790450928383,0.6532438478747203,0.8536353254663114,0.27521206409048066,0.9665948275862069
0.792298344718865,0.11606238185906992,0.9122960884055429,0.1554054054054054,0.2787878787878788,0.9311777456647399,0.10772833723653395,0.9774364808494501
0.8537554407365882,0.9764467391799128,0.7896860199964918,0.8710614044520916,0.7958341520927491,0.738562091503268,0.9619952494061758,0.30315224681421865
0.8570847054635694,0.4228013167445259,0.8393264339589546,0.39014647137150466,0.6554809843400448,0.8549676437000381,0.2777251184834123,0.9668532070598365
0.7972499562094939,0.10565035678232439,0.910015786704087,0.1464226289517471,0.26666666666666666,0.9291907514450867,0.10091743119266056,0.9770180436847103
0.8507273152268702,0.9758921637083462,0.7833713383616909,0.8668176426183544,0.7897425820396935,0.7303921568627451,0.9605640535372849,0.2946605141727093
0.8558669265730424,0.41019947995455974,0.8296790036835643,0.36907082521117607,0.6353467561521253,0.8462124095926913,0.2600732600732601,0.9646344109351269
0.7934872569626905,0.09756634029748419,0.9098403788808981,0.1288135593220339,0.23030303030303031,0.9300939306358381,0.08941176470588236,0.9759287338893101
0.849571419581129,0.9749996733241368,0.7854762322399579,0.8681117222042489,0.7909215955983494,0.7401960784313726,0.9619980879541109,0.2986156888595913
0.8558473399195585,0.4262171868200907,0.8347658305560428,0.38671875,0.6644295302013423,0.849257708412638,0.2727272727272727,0.9674761491760624
0.7929781923279032,0.10846922223612648,0.9086125241185757,0.12141652613827993,0.21818181818181817,0.9291907514450867,0.08411214953271028,0.9755357481509577
0.8496626069042931,0.9757394874585825,0.7849500087703911,0.8676025917926566,0.7893495775201415,0.7483660130718954,0.9630783984655957,0.29934640522875816
0.8572115929144003,0.42436994346757223,0.8337133836169093,0.3820078226857888,0.6554809843400448,0.8488770460601447,0.26954921803127874,0.9666233203294322
0.7818159922928708,0.10786557585849889,0.9098403788808981,0.15460526315789475,0.28484848484848485,0.9284682080924855,0.10609480812641084,0.9775580068467098
0.8502126205823917,0.9753570129552052,0.7849500087703911,0.8677739430543572,0.7905285910787974,0.738562091503268,0.9617499402342816,0.2977602108036891
0.8557055495802071,0.4097647014520975,0.830205227153131,0.3697916666666667,0.6353467561521253,0.8467834031214313,0.26078971533516987,0.9646574154379879
0.787121212121212,0.09871772115809621,0.9098403788808981,0.13468013468013468,0.24242424242424243,0.9297326589595376,0.09324009324009325,0.9762898330804249
0.8506107624159247,0.9756408563583727,0.7847746009472022,0.8674802894481045,0.7891530752603655,0.7483660130718954,0.9630695443645084,0.2991508817766166
0.855267830454521,0.41444141032575804,0.8309068584458866,0.37966537966537967,0.6599552572706935,0.8454510848877046,0.26648599819331525,0.9669133652590335
0.7895767647574007,0.09991016533253218,0.9086125241185757,0.11544991511035653,0.20606060606060606,0.9295520231213873,0.08018867924528301,0.9751752889899564
0.8480469216572462,0.9744866665647762,0.7817926679529907,0.8655425853869434,0.7867950481430537,0.7401960784313726,0.9618063896228681,0.29453836150845253
0.8526325739672936,0.4088201020987783,0.8291527802139975,0.37564102564102564,0.6554809843400448,0.8439284354777312,0.2632524707996406,0.9664341761115954
0.7804935190050798,0.10938301530798163,0.9101911945272759,0.13220338983050847,0.23636363636363636,0.9302745664739884,0.09176470588235294,0.9761182714177407
0.8473199917289246,0.9754327603043524,0.7837221540080688,0.8670046381188653,0.7897425820396935,0.7336601307189542,0.9610234337637494,0.2955892034233048
0.8491636073165517,0.4082193492006581,0.8330117523241537,0.3785900783289817,0.6487695749440716,0.848686714883898,0.2672811059907834,0.9659878682842288
0.7917049833596076,0.10313573080311313,0.9065076302403087,0.11018363939899833,0.2,0.9275650289017341,0.07603686635944701,0.9749382950446174
0.8481368246519149,0.9756221867505573,0.7802139975442904,0.8646137223122636,0.7862055413637257,0.7303921568627451,0.9603936629860778,0.29120521172638436
0.8541454300505251,0.4240170786322639,0.8358182774951762,0.38095238095238093,0.6442953020134228,0.852112676056338,0.2704225352112676,0.9657031924072477
0.7866417060781222,0.10369632743233156,0.9037011050692861,0.13543307086614173,0.2606060606060606,0.9228684971098265,0.09148936170212765,0.9766774995220799
0.8480527011354748,0.9753372928868582,0.7807402210138572,0.8648940769563338,0.7862055413637257,0.7352941176470589,0.961085755464809,0.2925877763328999
0.8524605520540864,0.4079795058384969,0.8305560427995089,0.37272727272727274,0.6420581655480985,0.8465930719451846,0.262580054894785,0.9652777777777778
0.7818258451567699,0.10719797626073949,0.9049289598316085,0.11147540983606558,0.20606060606060606,0.9257586705202312,0.07640449438202247,0.975076103500761
0.8485651482050868,0.974853328552391,0.7828451148921242,0.8664509169363538,0.7891530752603655,0.7303921568627451,0.960535756995934,0.29407894736842105
0.8547879574441632,0.4170264151447936,0.8316084897386423,0.377431906614786,0.6510067114093959,0.846973734297678,0.26575342465753427,0.9661311333043856
0.7844138640742687,0.1075092100105229,0.9084371162953868,0.1152542372881356,0.20606060606060606,0.929371387283237,0.08,0.9751705837755875
0.849006636125335,0.9757917753073684,0.7789861427819681,0.8636068413076423,0.7838475142464139,0.738562091503268,0.9614364907206556,0.2912371134020619
0.8545605819450227,0.4211177977019494,0.8307314506226978,0.37215354586857513,0.639821029082774,0.846973734297678,0.26238532110091745,0.9650834959878551
0.7904908915747065,0.10673680011775416,0.9037011050692861,0.12440191387559808,0.23636363636363636,0.9235910404624278,0.08441558441558442,0.9759496087039511
0.8508791870714356,0.9757132055961268,0.7809156288370461,0.8646363931938875,0.7838475142464139,0.7565359477124183,0.9639922667955534,0.2962252079334613
0.8558009280667377,0.41401318897849465,0.83038063497632,0.37411003236245954,0.6465324384787472,0.8460220784164446,0.26320582877959925,0.9656745600695199
0.7783072779821335,0.11794337282992694,0.9049289598316085,0.13968253968253969,0.26666666666666666,0.9239523121387283,0.09462365591397849,0.976890756302521
0.8470310178174892,0.9755533954982939,0.7809156288370461,0.8650750783191099,0.7867950481430537,0.7320261437908496,0.9606525911708254,0.2922374429223744
0.8541790679988999,0.4157085343546907,0.8305560427995089,0.36530880420499345,0.6219239373601789,0.8483060525314047,0.2586046511627907,0.9634673584089927
0.7888487475915221,0.10703757089680528,0.9058059989475531,0.13804173354735153,0.2606060606060606,0.9250361271676301,0.09388646288209607,0.9767308792675949
0.8490002144828588,0.9759011360457315,0.779161550605157,0.8637888131559017,0.7844370210257418,0.7352941176470589,0.9610014443909485,0.2908855850032321
0.8534352009633226,0.4095345632412008,0.8293281880371864,0.3685918234912395,0.6353467561521253,0.8458317472401979,0.2595978062157221,0.9646190579552855
0.7803993694167105,0.11137337399922344,0.9070338537098754,0.1423948220064725,0.26666666666666666,0.9261199421965318,0.09713024282560706,0.9769435975609756
0.8482514509701176,0.9758056399025675,0.779161550605157,0.8638771759109093,0.7850265278050698,0.7303921568627451,0.9603365384615384,0.2900713822193381
0.8519551312348363,0.41797564680943416,0.8277495176284863,0.36233766233766235,0.6241610738255033,0.8450704225352113,0.2552607502287283,0.9635416666666666
0.7921680679628657,0.10096457412668557,0.9068584458866865,0.13376835236541598,0.24848484848484848,0.9264812138728323,0.09151785714285714,0.9763944412716543
0.8471620193240066,0.9755863271372006,0.7786353271355902,0.8635970600951146,0.7850265278050698,0.7254901960784313,0.9596444871486909,0.2886866059817945
0.8529038065383656,0.41067533729284694,0.8281003332748641,0.364461738002594,0.6286353467561522,0.8450704225352113,0.25662100456621006,0.9639600521059488
0.7911149062883166,0.1043987299819698,0.9066830380634976,0.125,0.23030303030303031,0.926842485549133,0.08577878103837472,0.9758463294028148
0.8479717884402729,0.9749295747786447,0.781266444483424,0.8654364950901047,0.7879740617017096,0.7254901960784313,0.9597893729056965,0.29152987524622453
0.8542037642141621,0.4155969947893035,0.832310121031398,0.36939313984168864,0.6263982102908278,0.849828701941378,0.26192703461178674,0.9639464594127807
0.7731542301629006,0.10514606091882506,0.9047535520084196,0.12277867528271405,0.23030303030303031,0.9248554913294798,0.08370044052863436,0.9757956927768249
0.8474355812934986,0.9753652691920882,0.7802139975442904,0.8643498971527552,0.7844370210257418,0.7450980392156863,0.9623915139826422,0.2936252414681262
0.8533517447876082,0.42037232729996105,0.8289773723908086,0.3729903536977492,0.6487695749440716,0.8443090978302246,0.26173285198555957,0.9658175484432833
0.7749737256962692,0.10226993627910398,0.9063322224171197,0.12459016393442623,0.23030303030303031,0.9264812138728323,0.0853932584269663,0.9758371385083714
0.8459948858039317,0.9749014404496489,0.7760042097877565,0.8615718157181572,0.780899980349774,0.7352941176470589,0.9608317214700194,0.28753993610223644
0.8531852582329944,0.4160904527500786,0.8281003332748641,0.3669250645994832,0.6353467561521253,0.8444994290064712,0.2579473206176203,0.9645652173913043
0.7774336573830793,0.09398750160261854,0.9044027363620417,0.13354531001589826,0.2545454545454545,0.923771676300578,0.09051724137931035,0.9765132709566545
0.8463355539373016,0.9746475584859642,0.7763550254341344,0.861998051737201,0.7824719984279819,0.7254901960784313,0.9595180722891566,0.2862669245647969
0.8522097577301283,0.41855954795745187,0.8289773723908086,0.3623283191628515,0.6196868008948546,0.8467834031214313,0.256007393715342,0.9631954968607924
0.7830541688561922,0.09973713428179572,0.9031748815997194,0.12933753943217666,0.24848484848484848,0.9226878612716763,0.08742004264392324,0.9762996941896025
0.8449131601287925,0.9744319322127064,0.7731976846167339,0.8595938755565208,0.7777559441933583,0.7352941176470589,0.9606796116504854,0.2846299810246679
0.8496600864026895,0.41434814700985595,0.8247675846342747,0.3624760689215061,0.6353467561521253,0.8408831366577846,0.25357142857142856,0.9644182492905479
0.7711825626204238,0.09909084887231426,0.901771619014208,0.10543130990415335,0.2,0.9226878612716763,0.07158351409978309,0.9748091603053435
0.8434862711705499,0.9733617301718882,0.7779336958428346,0.8630166630599437,0.7836510119866379,0.7303921568627451,0.9602696845653744,0.28875968992248063
0.8491695684719601,0.41752267219105565,0.8296790036835643,0.36907082521117607,0.6353467561521253,0.8462124095926913,0.2600732600732601,0.9646344109351269
0.7716598791382029,0.09992636261518233,0.9037011050692861,0.11594202898550725,0.21818181818181817,0.9241329479768786,0.07894736842105263,0.9754051477597712
0.8497650321017908,0.9755255468066701,0.7814418523066129,0.8650346620450606,0.7846335232855178,0.7549019607843137,0.9637943519188994,0.29653401797175866
0.8549161222854389,0.40657409525905464,0.8284511489212419,0.36161879895561355,0.6196868008948546,0.8462124095926913,0.2552995391705069,0.9631715771230502
0.7731454720616571,0.09058892140152697,0.9024732503069637,0.12852664576802508,0.24848484848484848,0.9219653179190751,0.08668076109936575,0.9762815608263198
0.8413639183321197,0.9741289419419816,0.7786353271355902,0.8638619201725998,0.7867950481430537,0.7107843137254902,0.9576656302320019,0.28618421052631576
0.8486701088081182,0.40730296867525934,0.8295035958603754,0.35968379446640314,0.610738255033557,0.848115721355158,0.2549019607843137,0.9624190064794816
0.7665199684708356,0.09862243697362587,0.905981406770742,0.1270358306188925,0.23636363636363636,0.9259393063583815,0.08685968819599109,0.976009139375476
0.8420587400480595,0.9746605663093582,0.7731976846167339,0.8598373983739838,0.7793279622715661,0.7222222222222222,0.9588974854932302,0.2824281150159744
0.8512917397972697,0.3976630097565413,0.8270478863357306,0.36304909560723514,0.6286353467561522,0.8439284354777312,0.25522252497729336,0.9639130434782609
0.774551147311263,0.09483967463147994,0.89984213295913,0.09220985691573927,0.17575757575757575,0.9214234104046243,0.0625,0.9740309337406913
